순번,충전구분,충전소명,주소,충전기 최대 용량,충전량(kWh),충전시간,날짜,충전시작시간,충전종료시간
3747,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.72,9분,2021-12-26,6:20,6:29
3758,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,27분,2021-12-26,2:11,2:37
3774,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.5,13분,2021-12-25,22:58,23:10
3785,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.1,41분,2021-12-25,22:16,22:56
3795,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.41,41분,2021-12-25,20:27,21:07
3806,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.46,13분,2021-12-25,18:18,18:30
3810,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.73,41분,2021-12-25,17:37,18:17
3815,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.78,12분,2021-12-25,17:04,17:15
3849,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.29,14분,2021-12-25,12:31,12:45
3856,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.3,41분,2021-12-25,11:48,12:28
3912,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.15,35분,2021-12-24,22:21,22:55
3916,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.43,2분,2021-12-24,21:48,21:49
3920,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.62,41분,2021-12-24,21:08,21:48
3929,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.17,24분,2021-12-24,20:04,20:27
3935,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.68,41분,2021-12-24,19:23,20:03
3942,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.91,40분,2021-12-24,18:34,19:14
3943,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-24,18:28,18:28
3944,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-24,18:20,18:21
3980,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.66,27분,2021-12-24,14:39,15:06
3995,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.01,41분,2021-12-24,13:32,14:12
4026,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.57,41분,2021-12-24,9:57,10:37
4084,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.04,31분,2021-12-23,20:22,20:52
4095,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.45,24분,2021-12-23,19:05,19:28
4107,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.67,12분,2021-12-23,17:47,17:59
4113,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.1,41분,2021-12-23,17:05,17:45
4116,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.9,41분,2021-12-23,16:24,17:04
4127,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.32,41분,2021-12-23,15:34,16:14
4138,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.94,41분,2021-12-23,14:45,15:25
4145,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.6,34분,2021-12-23,14:11,14:45
4173,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.86,41분,2021-12-23,11:37,12:17
4193,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.08,41분,2021-12-23,8:05,8:45
4217,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.68,41분,2021-12-23,0:36,1:16
4227,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.65,41분,2021-12-22,22:28,23:08
4235,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.69,17분,2021-12-22,21:41,21:58
4245,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.54,41분,2021-12-22,21:00,21:40
4256,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.94,41분,2021-12-22,19:57,20:37
4260,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.73,41분,2021-12-22,19:16,19:56
4274,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-22,17:38,17:39
4302,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.05,30분,2021-12-22,14:22,14:51
4308,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.26,24분,2021-12-22,13:51,14:15
4317,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.02,41분,2021-12-22,13:11,13:51
4328,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.63,41분,2021-12-22,11:49,12:29
4332,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.8,21분,2021-12-22,11:28,11:48
4340,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.82,41분,2021-12-22,10:45,11:25
4341,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-22,10:43,10:44
4366,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.42,41분,2021-12-22,1:50,2:30
4409,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.9,41분,2021-12-21,18:07,18:47
4416,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.24,41분,2021-12-21,17:25,18:05
4423,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,41분,2021-12-21,16:40,17:20
4456,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.35,29분,2021-12-21,13:35,14:04
4462,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.21,38분,2021-12-21,12:58,13:35
4476,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.7,41분,2021-12-21,11:59,12:39
4480,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.24,41분,2021-12-21,11:18,11:58
4487,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.45,41분,2021-12-21,9:56,10:36
4523,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.49,18분,2021-12-20,20:42,20:59
4529,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.84,41분,2021-12-20,20:01,20:41
4595,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.5,41분,2021-12-20,13:10,13:50
4633,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.39,41분,2021-12-20,10:02,10:42
4671,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.95,41분,2021-12-19,18:36,19:17
4685,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-19,16:17,16:19
4702,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.56,41분,2021-12-19,14:38,15:18
4706,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.19,32분,2021-12-19,14:03,14:34
4760,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.98,41분,2021-12-18,21:41,22:21
4767,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.44,41분,2021-12-18,21:00,21:41
4782,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.29,41분,2021-12-18,17:28,18:08
4789,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.86,41분,2021-12-18,16:43,17:23
4821,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.55,41분,2021-12-18,10:52,11:32
4836,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.88,41분,2021-12-18,8:49,9:29
4841,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.67,41분,2021-12-18,8:07,8:47
4861,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.05,36분,2021-12-18,3:04,3:40
4889,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.39,41분,2021-12-17,22:01,22:41
4913,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,26분,2021-12-17,20:03,20:29
4955,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.01,33분,2021-12-17,17:12,17:45
4975,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.73,25분,2021-12-17,15:01,15:26
4977,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-17,15:00,15:01
4989,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.74,41분,2021-12-17,14:19,14:59
5155,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.54,41분,2021-12-16,15:45,16:25
5168,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.57,41분,2021-12-16,14:37,15:17
5182,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.98,41분,2021-12-16,13:03,13:43
5250,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.83,28분,2021-12-16,6:41,7:08
5279,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.45,41분,2021-12-15,21:15,21:55
5286,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.11,39분,2021-12-15,20:37,21:15
5298,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.55,41분,2021-12-15,19:33,20:13
5317,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.99,15분,2021-12-15,17:22,17:36
5321,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.8,41분,2021-12-15,16:41,17:21
5331,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.85,7분,2021-12-15,16:06,16:12
5342,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.71,41분,2021-12-15,15:25,16:05
5357,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.88,41분,2021-12-15,13:11,13:51
5365,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.23,41분,2021-12-15,12:30,13:10
5419,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.05,37분,2021-12-15,6:38,7:15
5444,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.17,36분,2021-12-15,0:40,1:15
5447,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.44,41분,2021-12-14,23:59,0:39
5451,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.21,38분,2021-12-14,22:43,23:20
5456,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.29,41분,2021-12-14,22:02,22:42
5462,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.18,41분,2021-12-14,21:07,21:47
5465,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-12-14,20:40,21:05
5486,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.48,11분,2021-12-14,17:42,17:52
5503,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.73,41분,2021-12-14,16:10,16:51
5513,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.29,41분,2021-12-14,15:17,15:57
5521,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.35,24분,2021-12-14,14:23,14:46
5525,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.95,41분,2021-12-14,13:41,14:21
5582,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.3,33분,2021-12-14,8:26,8:59
5609,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.94,41분,2021-12-13,23:55,0:35
5637,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.54,41분,2021-12-13,20:05,20:46
5667,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.46,41분,2021-12-13,17:38,18:18
5669,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-13,17:36,17:38
5698,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.4,39분,2021-12-13,14:52,15:31
5704,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.18,37분,2021-12-13,14:15,14:52
5740,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.32,41분,2021-12-13,11:42,12:22
5779,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.61,22분,2021-12-13,1:17,1:38
5782,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,28분,2021-12-13,0:48,1:15
5783,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-13,0:44,0:45
5787,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.93,41분,2021-12-12,23:25,0:06
5790,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.42,41분,2021-12-12,22:45,23:25
5875,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.57,41분,2021-12-12,7:39,8:19
5876,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-12,7:36,7:37
5901,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.44,41분,2021-12-11,22:20,23:00
5946,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.76,41분,2021-12-11,15:00,15:40
5980,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.61,41분,2021-12-11,7:23,8:03
5998,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.26,41분,2021-12-10,22:33,23:13
6001,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.44,41분,2021-12-10,21:53,22:33
6046,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-12-10,17:10,17:36
6151,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.87,35분,2021-12-09,21:36,22:11
6156,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.46,41분,2021-12-09,20:53,21:33
6205,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.5,41분,2021-12-09,15:32,16:12
6233,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-09,12:50,12:50
6235,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.91,4분,2021-12-09,12:42,12:45
6236,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-09,12:40,12:40
6245,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.02,38분,2021-12-09,11:55,12:33
6313,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,28분,2021-12-08,21:44,22:12
6356,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.7,41분,2021-12-08,17:47,18:27
6359,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.33,41분,2021-12-08,17:07,17:47
6372,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.56,41분,2021-12-08,16:00,16:40
6380,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,34분,2021-12-08,15:22,15:56
6399,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.35,41분,2021-12-08,12:36,13:16
6428,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.88,41분,2021-12-08,10:11,10:51
6432,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.46,41분,2021-12-08,9:29,10:09
6436,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.94,23분,2021-12-08,8:50,9:13
6465,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.74,41분,2021-12-07,23:10,23:50
6469,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.27,41분,2021-12-07,22:29,23:09
6494,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.56,41분,2021-12-07,18:22,19:02
6502,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.93,41분,2021-12-07,17:40,18:20
6513,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.6,41분,2021-12-07,16:24,17:04
6534,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.52,41분,2021-12-07,13:53,14:33
6539,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.09,32분,2021-12-07,13:21,13:53
6582,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.84,41분,2021-12-07,8:59,9:39
6645,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.97,41분,2021-12-06,17:46,18:26
6666,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.16,41분,2021-12-06,15:23,16:03
6703,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.42,29분,2021-12-06,9:50,10:19
6723,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.74,35분,2021-12-06,2:25,3:00
6741,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.68,23분,2021-12-05,22:09,22:32
6746,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.34,41분,2021-12-05,21:23,22:04
6792,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.71,41분,2021-12-05,15:00,15:40
6798,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.04,39분,2021-12-05,14:04,14:42
6812,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.92,41분,2021-12-05,11:36,12:16
6813,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.13,10분,2021-12-05,11:26,11:36
6973,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.71,41분,2021-12-04,6:03,6:43
6977,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.55,41분,2021-12-04,5:22,6:02
7002,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.43,41분,2021-12-03,22:40,23:20
7021,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.1,41분,2021-12-03,20:45,21:25
7028,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.56,41분,2021-12-03,20:03,20:43
7036,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,40분,2021-12-03,19:23,20:02
7096,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.32,41분,2021-12-03,13:21,14:02
7122,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.84,40분,2021-12-03,10:05,10:45
7130,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.51,16분,2021-12-03,9:41,9:56
7144,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.35,41분,2021-12-03,8:26,9:06
7148,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.72,41분,2021-12-03,7:45,8:25
7162,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.54,41분,2021-12-03,1:08,1:48
7167,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.04,41분,2021-12-03,0:27,1:07
7174,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.97,41분,2021-12-02,22:35,23:15
7180,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.44,41분,2021-12-02,21:54,22:34
7228,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.1,41분,2021-12-02,16:06,16:46
7237,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.31,31분,2021-12-02,15:35,16:06
7250,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.8,41분,2021-12-02,14:41,15:21
7273,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.96,41분,2021-12-02,13:26,14:06
7347,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.96,41분,2021-12-02,2:25,3:06
7349,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.47,41분,2021-12-02,1:45,2:25
7378,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.87,41분,2021-12-01,20:00,20:40
7383,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.86,41분,2021-12-01,19:19,19:59
7423,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,24분,2021-12-01,16:04,16:27
7444,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.33,30분,2021-12-01,14:36,15:05
7449,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.15,11분,2021-12-01,14:20,14:30
7456,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.45,27분,2021-12-01,13:32,13:58
7458,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-01,13:31,13:31
7469,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-12-01,12:30,12:56
7496,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.64,23분,2021-12-01,8:20,8:42
7526,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.75,41분,2021-12-01,2:18,2:58
7565,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-11-30,21:31,21:59
7570,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-30,21:00,21:00
7577,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,31분,2021-11-30,20:28,20:58
7603,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.87,40분,2021-11-30,17:57,18:37
7633,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.94,41분,2021-11-30,15:35,16:15
7646,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.39,34분,2021-11-30,14:48,15:21
7658,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.67,41분,2021-11-30,14:04,14:44
7671,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.78,26분,2021-11-30,13:04,13:30
7681,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.8,41분,2021-11-30,12:23,13:03
7768,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.72,41분,2021-11-30,2:08,2:48
7772,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.04,41분,2021-11-30,1:27,2:08
7837,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.55,33분,2021-11-29,17:16,17:49
7841,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.61,25분,2021-11-29,16:52,17:16
7854,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.41,41분,2021-11-29,15:44,16:24
7880,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.97,32분,2021-11-29,13:56,14:27
7915,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.92,41분,2021-11-29,12:18,12:58
7926,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.71,41분,2021-11-29,11:36,12:16
7933,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.66,11분,2021-11-29,10:55,11:06
7979,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,24분,2021-11-29,4:34,4:58
7980,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-29,4:33,4:33
7981,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-29,4:32,4:32
7985,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.47,41분,2021-11-29,3:20,4:00
8055,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.82,41분,2021-11-28,19:02,19:42
8058,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.26,41분,2021-11-28,18:21,19:01
8144,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.18,41분,2021-11-28,10:58,11:38
8145,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-28,10:56,10:57
8267,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,25분,2021-11-27,20:41,21:06
8271,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.39,17분,2021-11-27,20:23,20:40
8277,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.56,41분,2021-11-27,19:20,20:00
8285,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.76,41분,2021-11-27,18:39,19:19
8287,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.03,14분,2021-11-27,18:22,18:36
8295,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.75,41분,2021-11-27,17:41,18:21
8305,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.48,41분,2021-11-27,16:28,17:08
8327,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.8,41분,2021-11-27,14:02,14:42
8335,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.84,38분,2021-11-27,13:24,14:02
8375,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.47,41분,2021-11-27,10:33,11:13
8391,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.48,41분,2021-11-27,9:29,10:10
8406,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.47,28분,2021-11-27,7:47,8:14
8447,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.77,41분,2021-11-27,2:31,3:11
8451,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.36,41분,2021-11-27,1:50,2:30
8503,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.85,41분,2021-11-26,20:37,21:17
8535,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.42,41분,2021-11-26,18:03,18:43
8651,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.71,10분,2021-11-26,7:44,7:53
8652,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-26,7:43,7:43
8658,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.59,41분,2021-11-26,7:02,7:42
8722,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.34,41분,2021-11-26,0:13,0:53
8725,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.32,41분,2021-11-25,23:32,0:12
8758,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.62,41분,2021-11-25,20:40,21:20
8777,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.69,19분,2021-11-25,18:51,19:10
8785,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.49,41분,2021-11-25,18:09,18:49
8790,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.27,41분,2021-11-25,17:26,18:06
8845,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.67,41분,2021-11-25,13:41,14:21
8860,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.07,41분,2021-11-25,12:54,13:34
8882,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.77,35분,2021-11-25,10:44,11:19
8955,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.4,41분,2021-11-25,2:10,2:50
8959,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.74,41분,2021-11-25,1:29,2:09
8980,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.11,16분,2021-11-24,22:46,23:02
9089,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.05,32분,2021-11-24,14:28,14:59
9134,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-11-24,12:28,12:56
9153,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.12,41분,2021-11-24,11:11,11:51
9227,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.45,41분,2021-11-24,0:55,1:35
9230,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.42,41분,2021-11-24,0:14,0:54
9277,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.54,12분,2021-11-23,18:09,18:20
9292,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.1,40분,2021-11-23,17:05,17:45
9304,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.78,41분,2021-11-23,16:24,17:04
9326,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.78,35분,2021-11-23,14:52,15:27
9336,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.53,40분,2021-11-23,14:12,14:52
9539,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.1,24분,2021-11-22,16:55,17:18
9548,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.21,41분,2021-11-22,16:12,16:52
9562,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.21,41분,2021-11-22,15:02,15:42
9578,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.13,27분,2021-11-22,13:34,14:00
9597,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.06,28분,2021-11-22,12:17,12:45
9607,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.44,41분,2021-11-22,11:25,12:05
9617,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.31,17분,2021-11-22,10:34,10:50
9641,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,25분,2021-11-22,8:52,9:16
9728,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.59,41분,2021-11-21,19:06,19:46
