순번,충전구분,충전소명,주소,충전기 최대 용량,충전량(kWh),충전시간,날짜,충전시작시간,충전종료시간
28667,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,29분,2021-07-27,10:33,11:01
28741,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.74,41분,2021-07-26,23:13,23:53
28759,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.17,37분,2021-07-26,20:49,21:25
28776,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.53,41분,2021-07-26,18:44,19:24
28798,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,31분,2021-07-26,16:06,16:37
28804,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.43,12분,2021-07-26,15:49,16:00
28839,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-07-26,12:01,12:01
28875,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.67,41분,2021-07-26,1:41,2:21
28898,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.25,27분,2021-07-25,21:09,21:35
28905,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,27분,2021-07-25,20:41,21:08
29009,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.45,41분,2021-07-25,1:15,1:55
29035,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.95,35분,2021-07-24,20:54,21:29
29047,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.17,101분,2021-07-24,19:13,20:54
29049,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.97,5분,2021-07-24,19:09,19:13
29057,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.55,41분,2021-07-24,17:31,18:11
29065,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,36분,2021-07-24,16:33,17:09
29073,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.01,38분,2021-07-24,15:10,15:48
29081,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.93,30분,2021-07-24,14:12,14:41
29114,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.68,41분,2021-07-24,10:44,11:25
29140,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,35분,2021-07-24,6:01,6:36
29191,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.62,26분,2021-07-23,21:38,22:03
29201,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.31,41분,2021-07-23,20:44,21:24
29335,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.13,25분,2021-07-22,20:14,20:39
29346,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.97,15분,2021-07-22,19:05,19:20
29351,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.59,41분,2021-07-22,18:23,19:03
29401,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.27,27분,2021-07-22,12:34,13:00
29415,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.63,41분,2021-07-22,11:16,11:56
29420,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,27분,2021-07-22,10:23,10:49
29470,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,31분,2021-07-21,22:03,22:34
29474,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.14,24분,2021-07-21,21:35,21:59
29480,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-07-21,20:55,21:23
29678,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.01,40분,2021-07-20,20:57,21:37
29719,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.41,41분,2021-07-20,15:58,16:38
